CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15600204,Cust204,520,France,Female,47,2,108269.94,2,1,0,181454.55,0
15600205,Cust205,601,France,Female,36,1,0.0,1,1,1,146461.0,0
15600206,Cust206,704,France,Male,33,0,0.0,4,1,1,163353.61,0
15600207,Cust207,670,Germany,Male,38,0,155477.33,2,0,0,154399.8,0
15600208,Cust208,816,France,Male,45,6,100370.83,2,1,0,47970.0,1
15600209,Cust209,847,Germany,Male,28,7,0.0,2,0,1,108048.76,0
15600210,Cust210,637,Germany,Male,26,3,108288.76,2,1,0,149916.78,0
15600211,Cust211,585,Germany,Male,53,5,0.0,2,1,1,112271.79,0
15600212,Cust212,761,France,Male,31,2,83619.09,2,1,1,190443.77,0
15600213,Cust213,771,Spain,Female,42,7,204188.23,1,1,1,108919.34,1
15600214,Cust214,692,Germany,Female,36,7,101919.99,1,1,0,114542.8,0
15600215,Cust215,718,Germany,Female,36,7,59612.41,1,0,1,33650.62,0
15600216,Cust216,703,France,Female,52,5,98281.26,3,0,1,25953.54,0
15600217,Cust217,555,France,Male,37,9,74613.77,1,1,1,22124.35,0
15600218,Cust218,533,Spain,Male,34,0,107612.92,1,1,0,39283.01,0
15600219,Cust219,645,France,Female,35,4,0.0,1,1,1,137989.53,0
15600220,Cust220,631,France,Female,33,0,0.0,1,1,0,44659.79,0
15600221,Cust221,677,France,Female,31,9,140131.13,3,0,0,31421.01,0
15600222,Cust222,637,Germany,Female,33,0,45521.13,2,1,0,126818.25,1
15600223,Cust223,486,Spain,Female,55,4,114869.95,1,1,0,173227.46,0
15600224,Cust224,447,France,Female,45,2,0.0,2,0,1,17239.75,0
15600225,Cust225,721,Spain,Female,35,7,87543.25,3,1,1,106661.6,1
15600226,Cust226,586,France,Female,48,4,136542.26,2,0,1,47230.19,0
15600227,Cust227,628,Germany,Male,22,6,89695.79,2,1,1,183821.65,0
15600228,Cust228,596,Germany,Male,52,10,50885.27,2,0,0,90098.59,0
15600229,Cust229,562,France,Male,51,10,14403.58,2,1,1,133329.59,0
15600230,Cust230,560,France,Male,60,4,74996.75,2,1,1,93165.03,0
15600231,Cust231,748,France,Female,48,4,0.0,2,1,0,165568.07,0
15600232,Cust232,627,Spain,Male,42,3,0.0,2,1,1,104118.76,0
15600233,Cust233,711,Germany,Male,51,7,102057.75,1,0,1,189773.72,0
15600234,Cust234,724,Spain,Female,32,10,74626.83,1,0,1,78838.66,0
15600235,Cust235,680,Spain,Male,34,6,0.0,1,1,0,147357.32,1
15600236,Cust236,727,France,Female,37,6,82461.4,2,0,1,27749.41,0
15600237,Cust237,651,Spain,Male,52,10,146490.58,4,1,0,41632.51,0
15600238,Cust238,781,France,Male,29,2,0.0,1,1,1,111097.03,0
15600239,Cust239,729,France,Male,28,0,107259.83,1,1,1,60010.66,1
15600240,Cust240,742,Spain,Male,40,1,19872.04,2,1,1,22143.1,0
15600241,Cust241,560,Spain,Male,45,6,0.0,1,1,1,57813.24,0
15600242,Cust242,675,France,Male,31,9,92732.1,1,1,1,62197.46,0
15600243,Cust243,474,Germany,Male,45,2,0.0,2,0,0,128775.8,0
15600244,Cust244,784,Germany,Male,52,7,0.0,1,1,0,42407.76,0
15600245,Cust245,590,Spain,Female,50,9,82394.54,2,1,1,186459.13,0
15600246,Cust246,603,Germany,Male,42,10,0.0,2,1,1,65240.25,0
15600247,Cust247,519,France,Male,37,8,0.0,2,1,1,193120.36,0
15600248,Cust248,647,France,Male,55,4,94262.34,1,1,1,91048.49,0
15600249,Cust249,624,France,Female,38,7,0.0,1,1,1,149392.47,0
15600250,Cust250,825,Germany,Female,47,6,152203.16,1,1,1,139194.78,0
15600251,Cust251,732,Spain,Female,58,5,75830.57,1,1,1,64119.12,0
15600252,Cust252,601,France,Female,46,7,129241.54,1,0,1,94836.98,0
15600253,Cust253,490,France,Male,28,7,118026.87,2,0,1,54335.34,1
15600254,Cust254,431,France,Female,26,8,103082.49,2,1,0,178183.41,0
15600255,Cust255,551,Germany,Male,35,6,141063.46,2,1,1,178515.92,0
15600256,Cust256,522,Spain,Female,45,7,169370.05,2,1,1,78999.31,0
15600257,Cust257,683,France,Male,42,3,44582.75,1,1,1,88239.8,0
15600258,Cust258,636,France,Male,60,5,0.0,1,0,1,68219.26,0
15600259,Cust259,652,Germany,Female,42,9,0.0,1,0,0,67513.8,1
15600260,Cust260,559,France,Female,35,8,104789.52,2,0,0,27536.19,0
15600261,Cust261,665,Spain,Female,27,5,0.0,1,1,0,131935.77,0
15600262,Cust262,514,France,Male,50,6,53748.55,1,1,1,156170.94,0
15600263,Cust263,642,France,Male,38,2,0.0,2,0,1,75402.24,0
15600264,Cust264,730,Spain,Male,23,4,145771.66,1,0,0,105835.28,0
15600265,Cust265,615,France,Male,38,7,90898.44,1,0,1,15155.87,1
15600266,Cust266,693,France,Male,28,1,0.0,1,1,1,130064.77,0
15600267,Cust267,460,France,Male,34,0,168899.06,1,1,0,72420.05,1
15600268,Cust268,453,France,Female,38,6,107481.31,2,1,0,38929.06,0
15600269,Cust269,681,France,Male,29,7,144564.75,2,1,0,13102.96,0
15600270,Cust270,751,France,Female,33,10,0.0,2,1,1,91690.36,0
15600271,Cust271,627,France,Female,31,5,0.0,2,1,1,137589.87,0
15600272,Cust272,850,France,Female,31,1,0.0,1,1,0,56357.95,0
15600273,Cust273,511,Germany,Male,28,6,0.0,1,1,1,42737.35,1
15600274,Cust274,585,Germany,Male,33,3,0.0,2,0,0,126856.33,1
15600275,Cust275,663,France,Male,29,1,109783.46,1,1,0,123176.38,0
15600276,Cust276,695,France,Female,44,6,0.0,2,1,1,68638.43,0
15600277,Cust277,594,Germany,Male,40,7,0.0,2,1,0,171780.69,0
15600278,Cust278,548,Spain,Male,50,0,153724.51,1,1,1,123841.3,0
15600279,Cust279,710,Spain,Female,57,7,77170.14,1,1,0,165086.46,0
15600280,Cust280,663,France,Female,45,6,0.0,2,1,0,185603.06,0
15600281,Cust281,617,France,Female,42,8,0.0,1,1,0,138599.83,0
15600282,Cust282,698,France,Male,45,6,64112.3,2,0,1,66242.44,0
15600283,Cust283,637,France,Female,43,5,74039.4,1,1,0,139019.4,0
15600284,Cust284,637,Germany,Male,39,3,0.0,1,0,1,90572.8,1
15600285,Cust285,633,France,Male,38,7,118865.95,2,1,1,45287.06,0
15600286,Cust286,571,France,Female,28,2,163007.1,1,0,1,43947.2,0
15600287,Cust287,561,France,Female,46,6,144416.53,1,1,1,40039.3,0
15600288,Cust288,600,Germany,Male,38,8,99312.17,1,1,1,98889.68,0
15600289,Cust289,653,France,Male,52,2,235536.69,1,1,0,123346.71,0
15600290,Cust290,470,Spain,Male,47,0,0.0,2,1,0,195189.56,0
15600291,Cust291,741,France,Female,32,0,0.0,2,1,1,138244.25,1
15600292,Cust292,652,Spain,Female,50,6,43058.56,1,1,0,54852.81,0
15600293,Cust293,548,France,Male,18,4,131385.36,2,1,1,168866.42,0
15600294,Cust294,805,Spain,Male,57,7,29658.89,1,0,1,196959.64,0
15600295,Cust295,654,Spain,Female,25,8,0.0,2,1,1,89042.62,0
15600296,Cust296,522,Spain,Female,43,10,84921.67,2,0,1,177344.57,0
15600297,Cust297,801,Spain,Male,42,3,185878.14,3,1,0,151655.59,0
15600298,Cust298,780,Spain,Female,49,1,0.0,2,0,1,70744.36,0
15600299,Cust299,563,Germany,Female,35,8,0.0,2,1,1,12278.78,0
15600300,Cust300,619,Spain,Male,18,0,84324.84,3,1,0,142971.94,1
15600301,Cust301,606,France,Female,35,7,80214.96,2,0,1,193449.03,0
15600302,Cust302,469,Germany,Female,36,3,168564.09,2,0,1,36624.98,1
15600303,Cust303,681,Germany,Male,18,3,0.0,1,1,1,183960.99,0
15600304,Cust304,731,Spain,Female,38,1,59537.94,2,0,1,50119.6,0
15600305,Cust305,713,France,Female,27,0,0.0,2,1,1,113346.82,0
15600306,Cust306,653,France,Male,44,2,54610.42,3,1,0,115439.59,0
15600307,Cust307,740,Germany,Male,36,4,0.0,2,1,1,52729.2,0
15600308,Cust308,541,France,Female,58,3,64866.42,1,0,1,15526.95,0
15600309,Cust309,825,France,Male,35,4,0.0,1,1,1,43833.56,0
15600310,Cust310,576,France,Male,42,1,61126.61,1,1,1,84806.42,0
15600311,Cust311,587,France,Male,36,1,59994.14,1,1,0,46757.12,0
15600312,Cust312,595,France,Female,22,8,111197.25,2,1,0,137813.85,0
15600313,Cust313,588,France,Female,36,9,0.0,1,1,1,103240.91,1
15600314,Cust314,631,France,Female,46,8,126734.43,1,1,1,77918.07,0
15600315,Cust315,628,France,Female,44,10,2864.8,1,1,0,55010.02,0
15600316,Cust316,662,France,Male,35,8,58199.53,2,1,1,136171.13,0
15600317,Cust317,571,Germany,Male,23,1,90315.08,1,0,1,179564.66,0
15600318,Cust318,666,France,Female,44,8,0.0,1,1,1,133996.28,0
15600319,Cust319,545,Spain,Male,42,2,102497.75,2,1,1,88293.94,0
15600320,Cust320,720,Spain,Female,46,8,0.0,1,1,1,16277.99,0
15600321,Cust321,719,France,Male,35,6,0.0,2,0,1,160357.68,0
15600322,Cust322,649,France,Male,21,9,172885.85,2,1,0,110166.58,0
15600323,Cust323,588,Germany,Female,43,10,1000.0,1,1,0,23368.11,0
15600324,Cust324,680,Spain,Male,38,7,127107.79,2,0,0,148457.91,0
15600325,Cust325,565,Germany,Male,52,10,0.0,2,1,1,54481.33,0
15600326,Cust326,653,Spain,Male,38,5,0.0,1,0,0,67488.39,0
15600327,Cust327,635,Germany,Male,38,10,95317.81,1,1,1,134060.6,0
15600328,Cust328,850,Germany,Male,42,0,63992.27,1,0,1,46669.19,0
15600329,Cust329,532,France,Female,32,4,94639.39,1,1,1,71833.24,0
15600330,Cust330,394,Germany,Male,32,8,168515.1,1,1,1,142859.15,0
15600331,Cust331,589,France,Female,37,10,181817.81,3,1,0,70581.37,0
15600332,Cust332,485,Germany,Female,29,9,94478.86,1,1,1,28332.87,0
15600333,Cust333,580,Spain,Male,36,4,26664.38,3,1,0,29908.69,1
15600334,Cust334,525,France,Male,57,6,88242.2,2,1,0,113295.4,0
15600335,Cust335,563,Germany,Female,48,0,85795.7,2,1,1,199697.16,0
15600336,Cust336,548,France,Female,41,1,0.0,2,1,1,109881.36,0
15600337,Cust337,742,Germany,Female,54,7,45392.11,2,0,0,195730.57,1
15600338,Cust338,645,France,Male,30,3,14949.44,3,1,1,182339.01,0
15600339,Cust339,753,Spain,Female,63,6,0.0,1,0,1,176828.13,0
15600340,Cust340,654,France,Female,33,2,129118.86,1,0,1,95517.1,0
15600341,Cust341,739,Spain,Female,58,8,57175.82,1,1,1,117829.58,0
15600342,Cust342,621,Spain,Male,58,0,0.0,1,1,0,131016.35,0
15600343,Cust343,803,Germany,Female,20,6,132835.14,1,0,1,12613.23,0
15600344,Cust344,695,Spain,Male,53,7,0.0,2,1,1,19260.97,0
15600345,Cust345,575,Spain,Female,35,9,0.0,1,0,0,192348.7,0
15600346,Cust346,709,Spain,Male,32,2,0.0,2,0,1,94113.94,0
15600347,Cust347,653,France,Female,43,3,0.0,2,1,0,168938.73,0
15600348,Cust348,631,Germany,Male,28,6,0.0,1,1,0,34162.26,1
15600349,Cust349,659,France,Female,43,3,168365.2,1,1,1,59705.29,0
15600350,Cust350,722,Germany,Male,29,8,76968.57,2,1,1,20899.3,1
15600351,Cust351,447,France,Male,40,8,135441.67,1,1,1,155100.75,0
15600352,Cust352,616,Germany,Female,51,8,149635.71,1,1,1,59885.28,1
15600353,Cust353,716,Germany,Female,42,5,1000.0,1,1,1,160486.38,1
15600354,Cust354,674,France,Male,34,6,168424.84,1,1,1,158228.35,0
15600355,Cust355,542,Germany,Female,43,1,50119.49,2,0,0,30441.1,0
15600356,Cust356,423,Spain,Male,24,2,0.0,1,1,0,65011.37,0
15600357,Cust357,813,Spain,Female,30,4,0.0,1,1,0,112245.7,0
